calendarDate,Day_Name,Sum of DayOfMonth,Sum of DayOfWeek,Sum of DayOfYear,IsWeekDay,Sum of Month,Month_Name,Sum of QuarterOfYear,SK_date,Sum of Year
2020-04-30 00:00:00,Thursday,30,4,121,Y,4,April,2,30042020,2020
2020-05-01 00:00:00,Friday,1,5,122,Y,5,May,2,01052020,2020
2020-05-02 00:00:00,Saturday,2,6,123,N,5,May,2,02052020,2020
2020-05-03 00:00:00,Sunday,3,7,124,N,5,May,2,03052020,2020
2020-05-04 00:00:00,Monday,4,1,125,Y,5,May,2,04052020,2020
2020-05-05 00:00:00,Tuesday,5,2,126,Y,5,May,2,05052020,2020
2020-05-06 00:00:00,Wednesday,6,3,127,Y,5,May,2,06052020,2020
2020-05-07 00:00:00,Thursday,7,4,128,Y,5,May,2,07052020,2020
2020-05-08 00:00:00,Friday,8,5,129,Y,5,May,2,08052020,2020
2020-05-09 00:00:00,Saturday,9,6,130,N,5,May,2,09052020,2020
2020-05-10 00:00:00,Sunday,10,7,131,N,5,May,2,10052020,2020
2020-05-11 00:00:00,Monday,11,1,132,Y,5,May,2,11052020,2020
2020-05-12 00:00:00,Tuesday,12,2,133,Y,5,May,2,12052020,2020
2020-05-13 00:00:00,Wednesday,13,3,134,Y,5,May,2,13052020,2020
2020-05-14 00:00:00,Thursday,14,4,135,Y,5,May,2,14052020,2020
2020-05-15 00:00:00,Friday,15,5,136,Y,5,May,2,15052020,2020
2020-05-16 00:00:00,Saturday,16,6,137,N,5,May,2,16052020,2020
2020-05-17 00:00:00,Sunday,17,7,138,N,5,May,2,17052020,2020
2020-05-18 00:00:00,Monday,18,1,139,Y,5,May,2,18052020,2020
2020-05-19 00:00:00,Tuesday,19,2,140,Y,5,May,2,19052020,2020
2020-05-20 00:00:00,Wednesday,20,3,141,Y,5,May,2,20052020,2020
2020-05-21 00:00:00,Thursday,21,4,142,Y,5,May,2,21052020,2020
2020-05-22 00:00:00,Friday,22,5,143,Y,5,May,2,22052020,2020
2020-05-23 00:00:00,Saturday,23,6,144,N,5,May,2,23052020,2020
2020-05-24 00:00:00,Sunday,24,7,145,N,5,May,2,24052020,2020
2020-05-25 00:00:00,Monday,25,1,146,Y,5,May,2,25052020,2020
2020-05-26 00:00:00,Tuesday,26,2,147,Y,5,May,2,26052020,2020
2020-05-27 00:00:00,Wednesday,27,3,148,Y,5,May,2,27052020,2020
2020-05-28 00:00:00,Thursday,28,4,149,Y,5,May,2,28052020,2020
2020-05-29 00:00:00,Friday,29,5,150,Y,5,May,2,29052020,2020
2020-05-30 00:00:00,Saturday,30,6,151,N,5,May,2,30052020,2020
2020-05-31 00:00:00,Sunday,31,7,152,N,5,May,2,31052020,2020
2020-06-01 00:00:00,Monday,1,1,153,Y,6,June,2,01062020,2020
2020-06-02 00:00:00,Tuesday,2,2,154,Y,6,June,2,02062020,2020
2020-06-03 00:00:00,Wednesday,3,3,155,Y,6,June,2,03062020,2020
2020-06-04 00:00:00,Thursday,4,4,156,Y,6,June,2,04062020,2020
2020-06-05 00:00:00,Friday,5,5,157,Y,6,June,2,05062020,2020
2020-06-06 00:00:00,Saturday,6,6,158,N,6,June,2,06062020,2020
2020-06-07 00:00:00,Sunday,7,7,159,N,6,June,2,07062020,2020
2020-06-08 00:00:00,Monday,8,1,160,Y,6,June,2,08062020,2020
2020-06-09 00:00:00,Tuesday,9,2,161,Y,6,June,2,09062020,2020
2020-06-10 00:00:00,Wednesday,10,3,162,Y,6,June,2,10062020,2020
2020-06-11 00:00:00,Thursday,11,4,163,Y,6,June,2,11062020,2020
2020-06-12 00:00:00,Friday,12,5,164,Y,6,June,2,12062020,2020
2020-06-13 00:00:00,Saturday,13,6,165,N,6,June,2,13062020,2020
2020-06-14 00:00:00,Sunday,14,7,166,N,6,June,2,14062020,2020
2020-06-15 00:00:00,Monday,15,1,167,Y,6,June,2,15062020,2020
2020-06-16 00:00:00,Tuesday,16,2,168,Y,6,June,2,16062020,2020
2020-06-17 00:00:00,Wednesday,17,3,169,Y,6,June,2,17062020,2020
2020-06-18 00:00:00,Thursday,18,4,170,Y,6,June,2,18062020,2020
2020-06-19 00:00:00,Friday,19,5,171,Y,6,June,2,19062020,2020
2020-06-20 00:00:00,Saturday,20,6,172,N,6,June,2,20062020,2020
2020-06-21 00:00:00,Sunday,21,7,173,N,6,June,2,21062020,2020
2020-06-22 00:00:00,Monday,22,1,174,Y,6,June,2,22062020,2020
2020-06-23 00:00:00,Tuesday,23,2,175,Y,6,June,2,23062020,2020
2020-06-24 00:00:00,Wednesday,24,3,176,Y,6,June,2,24062020,2020
2020-06-25 00:00:00,Thursday,25,4,177,Y,6,June,2,25062020,2020
2020-06-26 00:00:00,Friday,26,5,178,Y,6,June,2,26062020,2020
2020-06-27 00:00:00,Saturday,27,6,179,N,6,June,2,27062020,2020
2020-06-28 00:00:00,Sunday,28,7,180,N,6,June,2,28062020,2020
2020-06-29 00:00:00,Monday,29,1,181,Y,6,June,2,29062020,2020
2020-06-30 00:00:00,Tuesday,30,2,182,Y,6,June,2,30062020,2020
2020-07-01 00:00:00,Wednesday,1,3,183,Y,7,July,3,01072020,2020
2020-07-02 00:00:00,Thursday,2,4,184,Y,7,July,3,02072020,2020
2020-07-03 00:00:00,Friday,3,5,185,Y,7,July,3,03072020,2020
2020-07-04 00:00:00,Saturday,4,6,186,N,7,July,3,04072020,2020
2020-07-05 00:00:00,Sunday,5,7,187,N,7,July,3,05072020,2020
2020-07-06 00:00:00,Monday,6,1,188,Y,7,July,3,06072020,2020
2020-07-07 00:00:00,Tuesday,7,2,189,Y,7,July,3,07072020,2020
2020-07-08 00:00:00,Wednesday,8,3,190,Y,7,July,3,08072020,2020
2020-07-09 00:00:00,Thursday,9,4,191,Y,7,July,3,09072020,2020
2020-07-10 00:00:00,Friday,10,5,192,Y,7,July,3,10072020,2020
2020-07-11 00:00:00,Saturday,11,6,193,N,7,July,3,11072020,2020
2020-07-12 00:00:00,Sunday,12,7,194,N,7,July,3,12072020,2020
2020-07-13 00:00:00,Monday,13,1,195,Y,7,July,3,13072020,2020
2020-07-14 00:00:00,Tuesday,14,2,196,Y,7,July,3,14072020,2020
2020-07-15 00:00:00,Wednesday,15,3,197,Y,7,July,3,15072020,2020
2020-07-16 00:00:00,Thursday,16,4,198,Y,7,July,3,16072020,2020
2020-07-17 00:00:00,Friday,17,5,199,Y,7,July,3,17072020,2020
2020-07-18 00:00:00,Saturday,18,6,200,N,7,July,3,18072020,2020
2020-07-19 00:00:00,Sunday,19,7,201,N,7,July,3,19072020,2020
2020-07-20 00:00:00,Monday,20,1,202,Y,7,July,3,20072020,2020
2020-07-21 00:00:00,Tuesday,21,2,203,Y,7,July,3,21072020,2020
2020-07-22 00:00:00,Wednesday,22,3,204,Y,7,July,3,22072020,2020
2020-07-23 00:00:00,Thursday,23,4,205,Y,7,July,3,23072020,2020
2020-07-24 00:00:00,Friday,24,5,206,Y,7,July,3,24072020,2020
2020-07-25 00:00:00,Saturday,25,6,207,N,7,July,3,25072020,2020
2020-07-26 00:00:00,Sunday,26,7,208,N,7,July,3,26072020,2020
2020-07-27 00:00:00,Monday,27,1,209,Y,7,July,3,27072020,2020
2020-07-28 00:00:00,Tuesday,28,2,210,Y,7,July,3,28072020,2020
2020-07-29 00:00:00,Wednesday,29,3,211,Y,7,July,3,29072020,2020
2020-07-30 00:00:00,Thursday,30,4,212,Y,7,July,3,30072020,2020
2020-07-31 00:00:00,Friday,31,5,213,Y,7,July,3,31072020,2020
2020-08-01 00:00:00,Saturday,1,6,214,N,8,August,3,01082020,2020
2020-08-02 00:00:00,Sunday,2,7,215,N,8,August,3,02082020,2020
2020-08-03 00:00:00,Monday,3,1,216,Y,8,August,3,03082020,2020
2020-08-04 00:00:00,Tuesday,4,2,217,Y,8,August,3,04082020,2020
2020-08-05 00:00:00,Wednesday,5,3,218,Y,8,August,3,05082020,2020
2020-08-06 00:00:00,Thursday,6,4,219,Y,8,August,3,06082020,2020
2020-08-07 00:00:00,Friday,7,5,220,Y,8,August,3,07082020,2020
2020-08-08 00:00:00,Saturday,8,6,221,N,8,August,3,08082020,2020
2020-08-09 00:00:00,Sunday,9,7,222,N,8,August,3,09082020,2020
2020-08-10 00:00:00,Monday,10,1,223,Y,8,August,3,10082020,2020
2020-08-11 00:00:00,Tuesday,11,2,224,Y,8,August,3,11082020,2020
2020-08-12 00:00:00,Wednesday,12,3,225,Y,8,August,3,12082020,2020
2020-08-13 00:00:00,Thursday,13,4,226,Y,8,August,3,13082020,2020
2020-08-14 00:00:00,Friday,14,5,227,Y,8,August,3,14082020,2020
2020-08-15 00:00:00,Saturday,15,6,228,N,8,August,3,15082020,2020
2020-08-16 00:00:00,Sunday,16,7,229,N,8,August,3,16082020,2020
2020-08-17 00:00:00,Monday,17,1,230,Y,8,August,3,17082020,2020
2020-08-18 00:00:00,Tuesday,18,2,231,Y,8,August,3,18082020,2020
2020-08-19 00:00:00,Wednesday,19,3,232,Y,8,August,3,19082020,2020
2020-08-20 00:00:00,Thursday,20,4,233,Y,8,August,3,20082020,2020
2020-08-21 00:00:00,Friday,21,5,234,Y,8,August,3,21082020,2020
2020-08-22 00:00:00,Saturday,22,6,235,N,8,August,3,22082020,2020
2020-08-23 00:00:00,Sunday,23,7,236,N,8,August,3,23082020,2020
2020-08-24 00:00:00,Monday,24,1,237,Y,8,August,3,24082020,2020
2020-08-25 00:00:00,Tuesday,25,2,238,Y,8,August,3,25082020,2020
2020-08-26 00:00:00,Wednesday,26,3,239,Y,8,August,3,26082020,2020
2020-08-27 00:00:00,Thursday,27,4,240,Y,8,August,3,27082020,2020
2020-08-28 00:00:00,Friday,28,5,241,Y,8,August,3,28082020,2020
2020-08-29 00:00:00,Saturday,29,6,242,N,8,August,3,29082020,2020
2020-08-30 00:00:00,Sunday,30,7,243,N,8,August,3,30082020,2020
2020-08-31 00:00:00,Monday,31,1,244,Y,8,August,3,31082020,2020
2020-09-01 00:00:00,Tuesday,1,2,245,Y,9,September,3,01092020,2020
2020-09-02 00:00:00,Wednesday,2,3,246,Y,9,September,3,02092020,2020
2020-09-03 00:00:00,Thursday,3,4,247,Y,9,September,3,03092020,2020
2020-09-04 00:00:00,Friday,4,5,248,Y,9,September,3,04092020,2020
2020-09-05 00:00:00,Saturday,5,6,249,N,9,September,3,05092020,2020
2020-09-06 00:00:00,Sunday,6,7,250,N,9,September,3,06092020,2020
2020-09-07 00:00:00,Monday,7,1,251,Y,9,September,3,07092020,2020
2020-09-08 00:00:00,Tuesday,8,2,252,Y,9,September,3,08092020,2020
2020-09-09 00:00:00,Wednesday,9,3,253,Y,9,September,3,09092020,2020
2020-09-10 00:00:00,Thursday,10,4,254,Y,9,September,3,10092020,2020
2020-09-11 00:00:00,Friday,11,5,255,Y,9,September,3,11092020,2020
2020-09-12 00:00:00,Saturday,12,6,256,N,9,September,3,12092020,2020
2020-09-13 00:00:00,Sunday,13,7,257,N,9,September,3,13092020,2020
2020-09-14 00:00:00,Monday,14,1,258,Y,9,September,3,14092020,2020
2020-09-15 00:00:00,Tuesday,15,2,259,Y,9,September,3,15092020,2020
2020-09-16 00:00:00,Wednesday,16,3,260,Y,9,September,3,16092020,2020
2020-09-17 00:00:00,Thursday,17,4,261,Y,9,September,3,17092020,2020
2020-09-18 00:00:00,Friday,18,5,262,Y,9,September,3,18092020,2020
2020-09-19 00:00:00,Saturday,19,6,263,N,9,September,3,19092020,2020
2020-09-20 00:00:00,Sunday,20,7,264,N,9,September,3,20092020,2020
2020-09-21 00:00:00,Monday,21,1,265,Y,9,September,3,21092020,2020
2020-09-22 00:00:00,Tuesday,22,2,266,Y,9,September,3,22092020,2020
2020-09-23 00:00:00,Wednesday,23,3,267,Y,9,September,3,23092020,2020
2020-09-24 00:00:00,Thursday,24,4,268,Y,9,September,3,24092020,2020
2020-09-25 00:00:00,Friday,25,5,269,Y,9,September,3,25092020,2020
2020-09-26 00:00:00,Saturday,26,6,270,N,9,September,3,26092020,2020
2020-09-27 00:00:00,Sunday,27,7,271,N,9,September,3,27092020,2020
2020-09-28 00:00:00,Monday,28,1,272,Y,9,September,3,28092020,2020
2020-09-29 00:00:00,Tuesday,29,2,273,Y,9,September,3,29092020,2020
2020-09-30 00:00:00,Wednesday,30,3,274,Y,9,September,3,30092020,2020
2020-10-01 00:00:00,Thursday,1,4,275,Y,10,October,4,01102020,2020
2020-10-02 00:00:00,Friday,2,5,276,Y,10,October,4,02102020,2020
2020-10-03 00:00:00,Saturday,3,6,277,N,10,October,4,03102020,2020
2020-10-04 00:00:00,Sunday,4,7,278,N,10,October,4,04102020,2020
2020-10-05 00:00:00,Monday,5,1,279,Y,10,October,4,05102020,2020
2020-10-06 00:00:00,Tuesday,6,2,280,Y,10,October,4,06102020,2020
2020-10-07 00:00:00,Wednesday,7,3,281,Y,10,October,4,07102020,2020
2020-10-08 00:00:00,Thursday,8,4,282,Y,10,October,4,08102020,2020
2020-10-09 00:00:00,Friday,9,5,283,Y,10,October,4,09102020,2020
2020-10-10 00:00:00,Saturday,10,6,284,N,10,October,4,10102020,2020
2020-10-11 00:00:00,Sunday,11,7,285,N,10,October,4,11102020,2020
2020-10-12 00:00:00,Monday,12,1,286,Y,10,October,4,12102020,2020
2020-10-13 00:00:00,Tuesday,13,2,287,Y,10,October,4,13102020,2020
2020-10-14 00:00:00,Wednesday,14,3,288,Y,10,October,4,14102020,2020
2020-10-15 00:00:00,Thursday,15,4,289,Y,10,October,4,15102020,2020
2020-10-16 00:00:00,Friday,16,5,290,Y,10,October,4,16102020,2020
2020-10-17 00:00:00,Saturday,17,6,291,N,10,October,4,17102020,2020
2020-10-18 00:00:00,Sunday,18,7,292,N,10,October,4,18102020,2020
2020-10-19 00:00:00,Monday,19,1,293,Y,10,October,4,19102020,2020
2020-10-20 00:00:00,Tuesday,20,2,294,Y,10,October,4,20102020,2020
2020-10-21 00:00:00,Wednesday,21,3,295,Y,10,October,4,21102020,2020
2020-10-22 00:00:00,Thursday,22,4,296,Y,10,October,4,22102020,2020
2020-10-23 00:00:00,Friday,23,5,297,Y,10,October,4,23102020,2020
2020-10-24 00:00:00,Saturday,24,6,298,N,10,October,4,24102020,2020
2020-10-25 00:00:00,Sunday,25,7,299,N,10,October,4,25102020,2020
2020-10-26 00:00:00,Monday,26,1,300,Y,10,October,4,26102020,2020
2020-10-27 00:00:00,Tuesday,27,2,301,Y,10,October,4,27102020,2020
2020-10-28 00:00:00,Wednesday,28,3,302,Y,10,October,4,28102020,2020
2020-10-29 00:00:00,Thursday,29,4,303,Y,10,October,4,29102020,2020
2020-10-30 00:00:00,Friday,30,5,304,Y,10,October,4,30102020,2020
2020-10-31 00:00:00,Saturday,31,6,305,N,10,October,4,31102020,2020
2020-11-01 00:00:00,Sunday,1,7,306,N,11,November,4,01112020,2020
2020-11-02 00:00:00,Monday,2,1,307,Y,11,November,4,02112020,2020
2020-11-03 00:00:00,Tuesday,3,2,308,Y,11,November,4,03112020,2020
2020-11-04 00:00:00,Wednesday,4,3,309,Y,11,November,4,04112020,2020
2020-11-05 00:00:00,Thursday,5,4,310,Y,11,November,4,05112020,2020
2020-11-06 00:00:00,Friday,6,5,311,Y,11,November,4,06112020,2020
2020-11-07 00:00:00,Saturday,7,6,312,N,11,November,4,07112020,2020
2020-11-08 00:00:00,Sunday,8,7,313,N,11,November,4,08112020,2020
2020-11-09 00:00:00,Monday,9,1,314,Y,11,November,4,09112020,2020
2020-11-10 00:00:00,Tuesday,10,2,315,Y,11,November,4,10112020,2020
2020-11-11 00:00:00,Wednesday,11,3,316,Y,11,November,4,11112020,2020
2020-11-12 00:00:00,Thursday,12,4,317,Y,11,November,4,12112020,2020
2020-11-13 00:00:00,Friday,13,5,318,Y,11,November,4,13112020,2020
2020-11-14 00:00:00,Saturday,14,6,319,N,11,November,4,14112020,2020
2020-11-15 00:00:00,Sunday,15,7,320,N,11,November,4,15112020,2020
2020-11-16 00:00:00,Monday,16,1,321,Y,11,November,4,16112020,2020
2020-11-17 00:00:00,Tuesday,17,2,322,Y,11,November,4,17112020,2020
2020-11-18 00:00:00,Wednesday,18,3,323,Y,11,November,4,18112020,2020
2020-11-19 00:00:00,Thursday,19,4,324,Y,11,November,4,19112020,2020
2020-11-20 00:00:00,Friday,20,5,325,Y,11,November,4,20112020,2020
2020-11-21 00:00:00,Saturday,21,6,326,N,11,November,4,21112020,2020
2020-11-22 00:00:00,Sunday,22,7,327,N,11,November,4,22112020,2020
2020-11-23 00:00:00,Monday,23,1,328,Y,11,November,4,23112020,2020
2020-11-24 00:00:00,Tuesday,24,2,329,Y,11,November,4,24112020,2020
2020-11-25 00:00:00,Wednesday,25,3,330,Y,11,November,4,25112020,2020
2020-11-26 00:00:00,Thursday,26,4,331,Y,11,November,4,26112020,2020
2020-11-27 00:00:00,Friday,27,5,332,Y,11,November,4,27112020,2020
2020-11-28 00:00:00,Saturday,28,6,333,N,11,November,4,28112020,2020
2020-11-29 00:00:00,Sunday,29,7,334,N,11,November,4,29112020,2020
2020-11-30 00:00:00,Monday,30,1,335,Y,11,November,4,30112020,2020
2020-12-01 00:00:00,Tuesday,1,2,336,Y,12,December,4,01122020,2020
2020-12-02 00:00:00,Wednesday,2,3,337,Y,12,December,4,02122020,2020
2020-12-03 00:00:00,Thursday,3,4,338,Y,12,December,4,03122020,2020
2020-12-04 00:00:00,Friday,4,5,339,Y,12,December,4,04122020,2020
2020-12-05 00:00:00,Saturday,5,6,340,N,12,December,4,05122020,2020
2020-12-06 00:00:00,Sunday,6,7,341,N,12,December,4,06122020,2020
2020-12-07 00:00:00,Monday,7,1,342,Y,12,December,4,07122020,2020
2020-12-08 00:00:00,Tuesday,8,2,343,Y,12,December,4,08122020,2020
2020-12-09 00:00:00,Wednesday,9,3,344,Y,12,December,4,09122020,2020
2020-12-10 00:00:00,Thursday,10,4,345,Y,12,December,4,10122020,2020
2020-12-11 00:00:00,Friday,11,5,346,Y,12,December,4,11122020,2020
2020-12-12 00:00:00,Saturday,12,6,347,N,12,December,4,12122020,2020
2020-12-13 00:00:00,Sunday,13,7,348,N,12,December,4,13122020,2020
2020-12-14 00:00:00,Monday,14,1,349,Y,12,December,4,14122020,2020
2020-12-15 00:00:00,Tuesday,15,2,350,Y,12,December,4,15122020,2020
2020-12-16 00:00:00,Wednesday,16,3,351,Y,12,December,4,16122020,2020
2020-12-17 00:00:00,Thursday,17,4,352,Y,12,December,4,17122020,2020
2020-12-18 00:00:00,Friday,18,5,353,Y,12,December,4,18122020,2020
2020-12-19 00:00:00,Saturday,19,6,354,N,12,December,4,19122020,2020
2020-12-20 00:00:00,Sunday,20,7,355,N,12,December,4,20122020,2020
2020-12-21 00:00:00,Monday,21,1,356,Y,12,December,4,21122020,2020
2020-12-22 00:00:00,Tuesday,22,2,357,Y,12,December,4,22122020,2020
2020-12-23 00:00:00,Wednesday,23,3,358,Y,12,December,4,23122020,2020
2020-12-24 00:00:00,Thursday,24,4,359,Y,12,December,4,24122020,2020
2020-12-25 00:00:00,Friday,25,5,360,Y,12,December,4,25122020,2020
2020-12-26 00:00:00,Saturday,26,6,361,N,12,December,4,26122020,2020
2020-12-27 00:00:00,Sunday,27,7,362,N,12,December,4,27122020,2020
2020-12-28 00:00:00,Monday,28,1,363,Y,12,December,4,28122020,2020
2020-12-29 00:00:00,Tuesday,29,2,364,Y,12,December,4,29122020,2020
2020-12-30 00:00:00,Wednesday,30,3,365,Y,12,December,4,30122020,2020
2020-12-31 00:00:00,Thursday,31,4,366,Y,12,December,4,31122020,2020
2021-01-01 00:00:00,Friday,1,5,1,Y,1,January,1,01012021,2021
2021-01-02 00:00:00,Saturday,2,6,2,N,1,January,1,02012021,2021
2021-01-03 00:00:00,Sunday,3,7,3,N,1,January,1,03012021,2021
2021-01-04 00:00:00,Monday,4,1,4,Y,1,January,1,04012021,2021
2021-01-05 00:00:00,Tuesday,5,2,5,Y,1,January,1,05012021,2021
2021-01-06 00:00:00,Wednesday,6,3,6,Y,1,January,1,06012021,2021
2021-01-07 00:00:00,Thursday,7,4,7,Y,1,January,1,07012021,2021
2021-01-08 00:00:00,Friday,8,5,8,Y,1,January,1,08012021,2021
2021-01-09 00:00:00,Saturday,9,6,9,N,1,January,1,09012021,2021
2021-01-10 00:00:00,Sunday,10,7,10,N,1,January,1,10012021,2021
2021-01-11 00:00:00,Monday,11,1,11,Y,1,January,1,11012021,2021
2021-01-12 00:00:00,Tuesday,12,2,12,Y,1,January,1,12012021,2021
2021-01-13 00:00:00,Wednesday,13,3,13,Y,1,January,1,13012021,2021
2021-01-14 00:00:00,Thursday,14,4,14,Y,1,January,1,14012021,2021
2021-01-15 00:00:00,Friday,15,5,15,Y,1,January,1,15012021,2021
2021-01-16 00:00:00,Saturday,16,6,16,N,1,January,1,16012021,2021
2021-01-17 00:00:00,Sunday,17,7,17,N,1,January,1,17012021,2021
2021-01-18 00:00:00,Monday,18,1,18,Y,1,January,1,18012021,2021
2021-01-19 00:00:00,Tuesday,19,2,19,Y,1,January,1,19012021,2021
2021-01-20 00:00:00,Wednesday,20,3,20,Y,1,January,1,20012021,2021
2021-01-21 00:00:00,Thursday,21,4,21,Y,1,January,1,21012021,2021
2021-01-22 00:00:00,Friday,22,5,22,Y,1,January,1,22012021,2021
2021-01-23 00:00:00,Saturday,23,6,23,N,1,January,1,23012021,2021
2021-01-24 00:00:00,Sunday,24,7,24,N,1,January,1,24012021,2021
2021-01-25 00:00:00,Monday,25,1,25,Y,1,January,1,25012021,2021
2021-01-26 00:00:00,Tuesday,26,2,26,Y,1,January,1,26012021,2021
2021-01-27 00:00:00,Wednesday,27,3,27,Y,1,January,1,27012021,2021
2021-01-28 00:00:00,Thursday,28,4,28,Y,1,January,1,28012021,2021
2021-01-29 00:00:00,Friday,29,5,29,Y,1,January,1,29012021,2021
2021-01-30 00:00:00,Saturday,30,6,30,N,1,January,1,30012021,2021
2021-01-31 00:00:00,Sunday,31,7,31,N,1,January,1,31012021,2021
2021-02-01 00:00:00,Monday,1,1,32,Y,2,February,1,01022021,2021
2021-02-02 00:00:00,Tuesday,2,2,33,Y,2,February,1,02022021,2021
2021-02-03 00:00:00,Wednesday,3,3,34,Y,2,February,1,03022021,2021
2021-02-04 00:00:00,Thursday,4,4,35,Y,2,February,1,04022021,2021
2021-02-05 00:00:00,Friday,5,5,36,Y,2,February,1,05022021,2021
2021-02-06 00:00:00,Saturday,6,6,37,N,2,February,1,06022021,2021
2021-02-07 00:00:00,Sunday,7,7,38,N,2,February,1,07022021,2021
2021-02-08 00:00:00,Monday,8,1,39,Y,2,February,1,08022021,2021
2021-02-09 00:00:00,Tuesday,9,2,40,Y,2,February,1,09022021,2021
2021-02-10 00:00:00,Wednesday,10,3,41,Y,2,February,1,10022021,2021
2021-02-11 00:00:00,Thursday,11,4,42,Y,2,February,1,11022021,2021
2021-02-12 00:00:00,Friday,12,5,43,Y,2,February,1,12022021,2021
2021-02-13 00:00:00,Saturday,13,6,44,N,2,February,1,13022021,2021
2021-02-14 00:00:00,Sunday,14,7,45,N,2,February,1,14022021,2021
2021-02-15 00:00:00,Monday,15,1,46,Y,2,February,1,15022021,2021
2021-02-16 00:00:00,Tuesday,16,2,47,Y,2,February,1,16022021,2021
2021-02-17 00:00:00,Wednesday,17,3,48,Y,2,February,1,17022021,2021
2021-02-18 00:00:00,Thursday,18,4,49,Y,2,February,1,18022021,2021
2021-02-19 00:00:00,Friday,19,5,50,Y,2,February,1,19022021,2021
2021-02-20 00:00:00,Saturday,20,6,51,N,2,February,1,20022021,2021
2021-02-21 00:00:00,Sunday,21,7,52,N,2,February,1,21022021,2021
2021-02-22 00:00:00,Monday,22,1,53,Y,2,February,1,22022021,2021
2021-02-23 00:00:00,Tuesday,23,2,54,Y,2,February,1,23022021,2021
2021-02-24 00:00:00,Wednesday,24,3,55,Y,2,February,1,24022021,2021
2021-02-25 00:00:00,Thursday,25,4,56,Y,2,February,1,25022021,2021
2021-02-26 00:00:00,Friday,26,5,57,Y,2,February,1,26022021,2021
2021-02-27 00:00:00,Saturday,27,6,58,N,2,February,1,27022021,2021
2021-02-28 00:00:00,Sunday,28,7,59,N,2,February,1,28022021,2021
2021-03-01 00:00:00,Monday,1,1,60,Y,3,March,1,01032021,2021
2021-03-02 00:00:00,Tuesday,2,2,61,Y,3,March,1,02032021,2021
2021-03-03 00:00:00,Wednesday,3,3,62,Y,3,March,1,03032021,2021
2021-03-04 00:00:00,Thursday,4,4,63,Y,3,March,1,04032021,2021
2021-03-05 00:00:00,Friday,5,5,64,Y,3,March,1,05032021,2021
2021-03-06 00:00:00,Saturday,6,6,65,N,3,March,1,06032021,2021
2021-03-07 00:00:00,Sunday,7,7,66,N,3,March,1,07032021,2021
2021-03-08 00:00:00,Monday,8,1,67,Y,3,March,1,08032021,2021
2021-03-09 00:00:00,Tuesday,9,2,68,Y,3,March,1,09032021,2021
2021-03-10 00:00:00,Wednesday,10,3,69,Y,3,March,1,10032021,2021
2021-03-11 00:00:00,Thursday,11,4,70,Y,3,March,1,11032021,2021
2021-03-12 00:00:00,Friday,12,5,71,Y,3,March,1,12032021,2021
2021-03-13 00:00:00,Saturday,13,6,72,N,3,March,1,13032021,2021
2021-03-14 00:00:00,Sunday,14,7,73,N,3,March,1,14032021,2021
2021-03-15 00:00:00,Monday,15,1,74,Y,3,March,1,15032021,2021
2021-03-16 00:00:00,Tuesday,16,2,75,Y,3,March,1,16032021,2021
2021-03-17 00:00:00,Wednesday,17,3,76,Y,3,March,1,17032021,2021
2021-03-18 00:00:00,Thursday,18,4,77,Y,3,March,1,18032021,2021
2021-03-19 00:00:00,Friday,19,5,78,Y,3,March,1,19032021,2021
2021-03-20 00:00:00,Saturday,20,6,79,N,3,March,1,20032021,2021
2021-03-21 00:00:00,Sunday,21,7,80,N,3,March,1,21032021,2021
2021-03-22 00:00:00,Monday,22,1,81,Y,3,March,1,22032021,2021
2021-03-23 00:00:00,Tuesday,23,2,82,Y,3,March,1,23032021,2021
2021-03-24 00:00:00,Wednesday,24,3,83,Y,3,March,1,24032021,2021
2021-03-25 00:00:00,Thursday,25,4,84,Y,3,March,1,25032021,2021
2021-03-26 00:00:00,Friday,26,5,85,Y,3,March,1,26032021,2021
2021-03-27 00:00:00,Saturday,27,6,86,N,3,March,1,27032021,2021
2021-03-28 00:00:00,Sunday,28,7,87,N,3,March,1,28032021,2021
2021-03-29 00:00:00,Monday,29,1,88,Y,3,March,1,29032021,2021
2021-03-30 00:00:00,Tuesday,30,2,89,Y,3,March,1,30032021,2021
2021-03-31 00:00:00,Wednesday,31,3,90,Y,3,March,1,31032021,2021
2021-04-01 00:00:00,Thursday,1,4,91,Y,4,April,2,01042021,2021
2021-04-02 00:00:00,Friday,2,5,92,Y,4,April,2,02042021,2021
2021-04-03 00:00:00,Saturday,3,6,93,N,4,April,2,03042021,2021
2021-04-04 00:00:00,Sunday,4,7,94,N,4,April,2,04042021,2021
2021-04-05 00:00:00,Monday,5,1,95,Y,4,April,2,05042021,2021
2021-04-06 00:00:00,Tuesday,6,2,96,Y,4,April,2,06042021,2021
2021-04-07 00:00:00,Wednesday,7,3,97,Y,4,April,2,07042021,2021
2021-04-08 00:00:00,Thursday,8,4,98,Y,4,April,2,08042021,2021
2021-04-09 00:00:00,Friday,9,5,99,Y,4,April,2,09042021,2021
2021-04-10 00:00:00,Saturday,10,6,100,N,4,April,2,10042021,2021
2021-04-11 00:00:00,Sunday,11,7,101,N,4,April,2,11042021,2021
2021-04-12 00:00:00,Monday,12,1,102,Y,4,April,2,12042021,2021
2021-04-13 00:00:00,Tuesday,13,2,103,Y,4,April,2,13042021,2021
2021-04-14 00:00:00,Wednesday,14,3,104,Y,4,April,2,14042021,2021
